0	234
0.243	182
0.486	139
0.729	150
0.973	126
1.216	116
1.459	107
1.702	94
1.945	85
2.188	78
2.431	72
2.674	67
2.918	64
3.161	59
3.404	59
3.647	58
3.89	59
4.133	58
4.376	65
4.62	63
4.863	61
5.106	58
5.349	57
5.592	58
5.835	56
6.078	55
6.321	51
6.565	46
6.808	44
7.051	46
7.294	54
7.537	54
7.78	50
8.023	40
8.267	34
8.51	28
8.753	27
8.996	28
9.239	23
9.482	30
9.725	27
9.968	22
10.212	16
10.455	14
10.698	7
10.941	8
11.184	10
11.427	5
11.67	2
11.914	6
12.157	7
12.4	4
12.643	6
12.886	3
13.129	5
13.372	10
13.615	9
13.859	6
14.102	2
14.345	1
14.588	0
14.831	0
15.074	1
15.317	1
15.561	1
15.804	0
16.047	0
16.29	0
16.533	0
16.776	0
17.019	0
17.262	0
17.506	0
17.749	0
17.992	0
18.235	0
18.478	0
18.721	0
18.964	0
19.208	0
19.451	0
19.694	0
19.937	0
20.18	0
20.423	0
20.666	0
20.909	0
21.153	-1
21.396	-2
21.639	-3
21.882	-4
22.125	-5
22.368	-5
22.611	-5
22.855	-4
23.098	-3
23.341	-2
23.584	-1
23.827	-1
24.07	-1
24.313	0
24.556	0
24.8	0
25.043	0
25.286	0
25.529	0
25.772	8
26.015	20
26.258	35
26.502	41
26.745	49
26.988	60
27.231	55
27.474	42
27.717	56
27.96	64
28.203	74
28.447	86
28.69	100
28.933	102
29.176	66
29.419	85
29.662	102
29.905	109
30.149	104
30.392	100
30.635	99
30.878	98
31.121	110
31.364	113
31.607	109
31.85	113
32.094	114
32.337	100
32.58	93
32.823	102
33.066	87
33.309	59
33.552	96
33.796	40
34.039	18
34.282	18
34.525	29
34.768	45
35.011	60
35.254	76
35.497	113
35.741	118
35.984	124
36.227	146
36.47	160
36.713	179
36.956	200
37.199	239
37.443	263
37.686	265
37.929	245
38.172	235
38.415	247
38.658	289
38.901	322
39.144	348
39.388	325
39.631	281
39.874	298
40.117	313
40.36	273
40.603	296
40.846	306
41.09	311
41.333	291
41.576	317
41.819	325
42.062	307
42.305	309
42.548	296
42.791	285
43.035	285
43.278	291
43.521	313
43.764	296
44.007	292
44.25	278
44.493	277
44.737	286
44.98	261
45.223	239
45.466	250
45.709	243
45.952	252
46.195	239
46.438	231
46.682	212
46.925	195
47.168	174
47.411	163
47.654	158
47.897	152
48.14	150
48.384	150
48.627	151
48.87	149
49.113	144
49.356	140
49.599	141
49.842	144
50.085	146
50.329	142
50.572	140
50.815	145
51.058	146
51.301	147
51.544	151
51.787	151
52.031	155
52.274	158
52.517	151
52.76	158
53.003	163
53.246	159
53.489	139
53.732	129
53.976	132
54.219	148
54.462	143
54.705	127
54.948	117
55.191	137
55.434	134
55.678	117
55.921	124
56.164	130
56.407	135
56.65	134
56.893	131
57.136	135
57.379	131
57.623	117
57.866	102
58.109	106
58.352	102
58.595	96
58.838	87
59.081	74
59.325	80
59.568	85
59.811	73
60.054	63
60.297	51
60.54	47
60.783	40
61.026	31
61.27	20
61.513	9
61.756	41
61.999	54
