0	233
0.227	174
0.453	115
0.68	124
0.906	148
1.133	126
1.359	123
1.586	122
1.812	97
2.039	90
2.266	86
2.492	83
2.719	81
2.945	77
3.172	75
3.398	72
3.625	71
3.851	67
4.078	65
4.305	66
4.531	64
4.758	67
4.984	71
5.211	76
5.437	82
5.664	81
5.89	73
6.117	63
6.344	58
6.57	55
6.797	52
7.023	48
7.25	45
7.476	42
7.703	41
7.929	39
8.156	36
8.383	37
8.609	33
8.836	29
9.062	30
9.289	24
9.515	25
9.742	28
9.969	29
10.195	34
10.422	43
10.648	56
10.875	57
11.101	57
11.328	59
11.554	55
11.781	52
12.008	54
12.234	56
12.461	55
12.687	45
12.914	53
13.14	50
13.367	38
13.593	21
13.82	22
14.047	24
14.273	19
14.5	16
14.726	9
14.953	0
15.179	0
15.406	0
15.632	0
15.859	0
16.086	0
16.312	0
16.539	5
16.765	9
16.992	9
17.218	6
17.445	5
17.671	6
17.898	6
18.125	2
18.351	5
18.578	13
18.804	22
19.031	17
19.257	16
19.484	11
19.71	2
19.937	0
20.164	0
20.39	0
20.617	0
20.843	1
21.07	3
21.296	3
21.523	3
21.749	1
21.976	1
22.203	4
22.429	11
22.656	16
22.882	26
23.109	31
23.335	33
23.562	39
23.788	34
24.015	32
24.242	27
24.468	46
24.695	44
24.921	42
25.148	20
25.374	13
25.601	22
25.827	40
26.054	63
26.281	58
26.507	69
26.734	91
26.96	87
27.187	96
27.413	97
27.64	64
27.866	90
28.093	27
28.32	0
28.546	0
28.773	0
28.999	0
29.226	0
29.452	0
29.679	0
29.906	0
30.132	0
30.359	0
30.585	0
30.812	0
31.038	0
31.265	0
31.491	0
31.718	0
31.945	0
32.171	0
32.398	0
32.624	0
32.851	0
33.077	0
33.304	2
33.53	8
33.757	14
33.984	10
34.21	7
34.437	10
34.663	40
34.89	60
35.116	58
35.343	61
35.569	60
35.796	37
36.023	15
36.249	14
36.476	32
36.702	56
36.929	70
37.155	80
37.382	88
37.608	80
37.835	81
38.062	99
38.288	105
38.515	96
38.741	101
38.968	105
39.194	101
39.421	92
39.647	85
39.874	94
40.101	78
40.327	54
40.554	85
40.78	97
41.007	100
41.233	111
41.46	116
41.686	121
41.913	123
42.14	122
42.366	113
42.593	112
42.819	119
43.046	119
43.272	123
43.499	113
43.725	112
43.952	115
44.179	128
44.405	139
44.632	154
44.858	163
45.085	153
45.311	110
45.538	123
45.764	129
45.991	136
46.218	143
46.444	148
46.671	142
46.897	145
47.124	143
47.35	146
47.577	141
47.803	148
48.03	134
48.257	168
48.483	181
48.71	161
48.936	185
49.163	210
49.389	195
49.616	211
49.843	188
50.069	182
50.296	182
50.522	176
50.749	179
50.975	206
51.202	209
51.428	250
51.655	306
51.882	383
52.108	435
52.335	475
52.561	486
52.788	452
53.014	419
53.241	404
53.467	371
53.694	347
53.921	304
54.147	263
54.374	241
54.6	212
54.827	171
55.053	139
55.28	112
55.506	95
55.733	94
55.96	92
56.186	81
56.413	75
56.639	61
56.866	50
57.092	53
57.319	59
57.545	61
57.772	54
